timestamp	video_id	title	impressions	ctr	status	description
2026-03-14T15:31:39.333089+00:00	ANcsueJMkmE	ALL LEGO Spider-Man Dino Figures Even the Duplo Rex 🦖	0	0.0	running	baseline — original title
